iyear,imonth,iday,region_txt,country_txt,latitude,longitude,nwound,nkill
2004,1,7,South America,Colombia,5.499147,-75.183126,0.0,8.0
2004,1,12,South America,Colombia,6.30484,-75.880642,5.0,5.0
2004,2,2,North America,United States,38.908642,-77.015381,0.0,0.0
2004,2,7,North America,United States,38.03213,-78.477529,0.0,0.0
2004,2,16,South America,Colombia,6.099066,-72.247791,22.0,0.0
2004,2,16,South America,Ecuador,-0.211188,-78.522629,0.0,0.0
2004,2,18,South America,Ecuador,-2.170832,-79.922359,0.0,0.0
2004,3,17,South America,Colombia,8.083272,-73.224495,0.0,3.0
2004,3,18,North America,Mexico,17.054348,-96.712954,3.0,0.0
2004,4,1,North America,United States,35.472015,-97.520354,0.0,0.0
2004,4,5,North America,Canada,45.50867,-73.553992,0.0,0.0
2004,4,20,North America,United States,47.912876,-122.098185,0.0,0.0
2004,5,3,South America,Colombia,2.77772,-75.25743,0.0,1.0
2004,5,5,South America,Colombia,6.46052,-71.72989,38.0,3.0
2004,5,19,South America,Colombia,3.372457,-73.873772,2.0,0.0
2004,5,20,South America,Colombia,6.242026,-75.564766,17.0,4.0
2004,5,20,South America,Colombia,6.242026,-75.564766,0.0,0.0
2004,5,20,South America,Colombia,7.198606,-75.341218,0.0,0.0
2004,5,20,South America,Colombia,2.93303,-75.285828,1.0,0.0
2004,5,20,South America,Colombia,3.429344,-76.516037,0.0,0.0
2004,5,20,South America,Colombia,3.429344,-76.516037,0.0,0.0
2004,5,20,South America,Colombia,3.429344,-76.516037,0.0,0.0
2004,5,20,South America,Colombia,3.429344,-76.516037,0.0,0.0
2004,5,24,South America,Colombia,7.882318,-76.630626,82.0,6.0
2004,6,4,South America,Peru,-9.036944,-75.5075,4.0,3.0
2004,6,5,South America,Peru,-9.036944,-75.5075,1.0,2.0
2004,6,6,South America,Colombia,3.429344,-76.516037,7.0,0.0
2004,6,7,South America,Colombia,6.242026,-75.564766,14.0,0.0
2004,6,14,North America,United States,40.60675,-111.938754,0.0,0.0
2004,6,20,South America,Colombia,6.80449,-76.24752,5.0,5.0
2004,6,29,South America,Colombia,6.242026,-75.564766,3.0,4.0
2004,7,2,North America,United States,26.616265,-80.057244,0.0,0.0
2004,7,8,South America,Colombia,7.198606,-75.341218,0.0,1.0
2004,7,8,North America,United States,40.251844,-111.649316,0.0,0.0
2004,7,11,South America,Colombia,5.96478,-75.10166,0.0,2.0
2004,7,21,South America,Colombia,7.894195,-72.503885,0.0,1.0
2004,7,25,South America,Colombia,5.621995,-72.300701,0.0,0.0
2004,8,3,South America,Colombia,4.165833,-76.386389,1.0,9.0
2004,8,10,South America,Colombia,8.40255,-73.20768,3.0,0.0
2004,8,11,South America,Colombia,7.946283,-72.898807,0.0,9.0
2004,8,26,South America,Colombia,4.667128,-74.106056,4.0,2.0
2004,9,3,South America,Colombia,3.86547,-67.92671,2.0,2.0
2004,9,5,South America,Colombia,0.49765,-76.49768,7.0,3.0
2004,11,7,South America,Colombia,1.207787,-77.2772,0.0,0.0
2004,12,9,North America,United States,38.600119,-77.162202,0.0,0.0
2004,12,27,North America,United States,38.89116,-121.292809,0.0,0.0
2005,1,1,South America,Colombia,6.46052,-71.72989,0.0,17.0
2005,1,1,North America,United States,44.46867,-71.185077,0.0,0.0
2005,1,9,North America,United States,47.039225,-122.891429,0.0,0.0
2005,1,12,North America,United States,38.88302,-121.078378,0.0,0.0
2005,2,7,North America,United States,38.393414,-120.803032,0.0,0.0
2005,2,13,North America,United States,38.896549,-121.076948,0.0,0.0
2005,2,15,North America,United States,38.907241,-121.08435,0.0,0.0
2005,2,17,North America,United States,35.08418,-106.648639,0.0,0.0
2005,2,20,South America,Colombia,3.429344,-76.516037,2.0,0.0
2005,2,20,South America,Colombia,4.085809,-76.197188,0.0,1.0
2005,2,20,South America,Colombia,7.00063,-76.26572,5.0,4.0
2005,3,14,North America,United States,38.878742,-77.100006,0.0,0.0
2005,3,19,North America,United States,39.16659,-86.534244,0.0,0.0
2005,3,30,North America,United States,39.16659,-86.534244,0.0,0.0
2005,4,8,South America,Colombia,1.90967,-75.15906,0.0,1.0
2005,4,13,North America,United States,41.637675,-70.930869,0.0,0.0
2005,4,13,North America,United States,47.613435,-122.035494,0.0,0.0
2005,4,13,North America,United States,47.613435,-122.035494,0.0,0.0
2005,4,15,South America,Colombia,2.95485,-76.26825,17.0,4.0
2005,4,15,South America,Colombia,3.24114,-74.35539,0.0,0.0
2005,4,17,South America,Colombia,2.95485,-76.26825,8.0,18.0
2005,4,28,South America,Colombia,3.429344,-76.516037,5.0,0.0
2005,5,5,North America,United States,40.697132,-73.931351,0.0,0.0
2005,5,13,South America,Bolivia,-17.783219,-63.182042,0.0,0.0
2005,5,19,South America,Colombia,5.26541,-76.55651,3.0,10.0
2005,5,24,South America,Colombia,1.90967,-75.15906,2.0,6.0
2005,6,5,South America,Colombia,7.08582,-70.75779,0.0,0.0
2005,6,6,South America,Argentina,-34.61768,-58.444435,0.0,0.0
2005,6,6,South America,Argentina,-34.61768,-58.444435,0.0,0.0
2005,6,6,South America,Argentina,-34.68631,-58.528473,0.0,0.0
2005,6,9,South America,Colombia,0.66643,-76.87192,0.0,0.0
2005,6,11,South America,Colombia,0.49765,-76.49768,9.0,2.0
2005,7,4,North America,United States,26.714388,-80.052689,0.0,0.0
2005,7,6,North America,Mexico,16.863443,-99.881597,0.0,2.0
2005,7,8,North America,United States,44.46867,-71.185077,0.0,0.0
2005,7,10,South America,Colombia,4.02846,-74.63552,5.0,4.0
2005,7,18,South America,Colombia,11.544088,-72.90688,1.0,9.0
2005,7,24,South America,Peru,-8.448899,-76.324652,2.0,3.0
2005,8,6,South America,Colombia,7.08582,-70.75779,12.0,1.0
2005,8,12,South America,Colombia,1.045,-76.274167,0.0,0.0
2005,8,15,South America,Colombia,7.946283,-72.898807,0.0,4.0
2005,8,18,South America,Colombia,3.7246,-75.4841,0.0,1.0
2005,9,0,North America,United States,34.097866,-118.407379,0.0,0.0
2005,10,3,South America,Colombia,4.658056,-76.476667,8.0,5.0
2005,10,31,South America,Uruguay,-34.891151,-56.187214,0.0,0.0
2005,11,12,South America,Colombia,4.667128,-74.106056,2.0,3.0
2005,11,20,North America,United States,39.6425,-77.717579,0.0,0.0
2005,11,29,North America,United States,32.715695,-117.161719,0.0,0.0
2005,11,29,North America,United States,32.715695,-117.161719,0.0,0.0
2005,12,4,South America,Colombia,2.436685,-75.527401,3.0,1.0
2005,12,6,South America,Colombia,7.289972,-75.392693,0.0,1.0
2005,12,8,South America,Colombia,7.39002,-73.50099,0.0,2.0
2005,12,8,South America,Colombia,6.98848,-73.05084,0.0,0.0
2005,12,9,South America,Colombia,5.337522,-75.729304,0.0,1.0
2005,12,9,South America,Colombia,6.1429,-75.18417,2.0,4.0
2005,12,9,South America,Colombia,3.93667,-75.2208,1.0,3.0
2005,12,10,South America,Colombia,3.429344,-76.516037,0.0,2.0
2005,12,14,South America,Colombia,2.04998,-77.1333,1.0,1.0
2005,12,14,South America,Colombia,9.19974,-73.5433,0.0,2.0
2005,12,15,South America,Colombia,8.43557,-73.28742,3.0,0.0
2005,12,18,South America,Colombia,2.243589,-77.010385,0.0,0.0
2005,12,20,North America,United States,39.150174,-84.518436,0.0,0.0
2005,12,23,South America,Colombia,6.547306,-71.002231,5.0,0.0
2005,12,24,South America,Colombia,1.03033,-76.61475,12.0,0.0
2006,1,17,South America,Colombia,3.429344,-76.516037,0.0,3.0
2006,1,17,North America,United States,48.173986,-122.528214,0.0,0.0
2006,1,18,South America,Chile,-33.366238,-70.505302,1.0,0.0
2006,1,18,South America,Colombia,3.88182,-77.07042,0.0,1.0
2006,1,19,South America,Colombia,7.08582,-70.75779,0.0,1.0
2006,1,20,South America,Colombia,4.26889,-75.9361,0.0,1.0
2006,1,22,South America,Colombia,4.67451,-75.78425,0.0,1.0
2006,1,30,North America,Canada,43.539102,-80.247622,0.0,0.0
2006,1,30,South America,Guyana,6.821806,-58.159218,0.0,1.0
2006,1,19,South America,Colombia,7.08582,-70.75779,0.0,1.0
2006,2,4,South America,Colombia,7.060051,-73.853115,0.0,0.0
2006,2,4,South America,Colombia,8.23342,-73.35331,0.0,0.0
2006,2,12,South America,Colombia,10.63213,-74.92172,0.0,6.0
2006,2,12,South America,Colombia,1.129314,-76.990616,0.0,0.0
2006,2,16,South America,Colombia,3.429344,-76.516037,4.0,2.0
2006,2,25,South America,Colombia,5.790365,-75.428333,11.0,9.0
2006,2,27,South America,Colombia,2.77772,-75.25743,4.0,9.0
2006,3,3,North America,United States,35.904912,-79.046913,9.0,0.0
2006,4,3,South America,Colombia,6.94742,-71.435449,0.0,1.0
2006,4,4,South America,Colombia,6.29495,-73.04042,0.0,1.0
2006,4,4,South America,Colombia,6.29495,-73.04042,0.0,1.0
2006,4,6,South America,Colombia,4.667128,-74.106056,10.0,1.0
2006,4,6,South America,Colombia,4.667128,-74.106056,10.0,2.0
2006,4,7,North America,Mexico,27.480024,-99.510535,0.0,1.0
2006,4,7,North America,Mexico,27.480024,-99.510535,0.0,1.0
2006,4,8,South America,Colombia,7.946283,-72.898807,0.0,1.0
2006,4,11,South America,Colombia,9.70219,-73.27915,0.0,0.0
2006,4,11,South America,Colombia,7.08582,-70.75779,0.0,0.0
2006,4,12,North America,Mexico,27.480024,-99.510535,3.0,4.0
2006,4,12,North America,Mexico,17.536723,-101.26687,30.0,1.0
2006,4,13,South America,Colombia,4.496389,-73.641111,0.0,0.0
2006,5,20,South America,Colombia,3.88182,-77.07042,0.0,0.0
2006,5,20,South America,Colombia,8.43557,-73.28742,0.0,0.0
2006,5,22,South America,Colombia,2.756736,-76.629934,9.0,5.0
2006,5,22,South America,Colombia,11.242035,-74.205384,0.0,0.0
2006,5,22,South America,Colombia,10.25466,-74.91548,0.0,0.0
2006,5,26,South America,Colombia,1.621111,-77.574722,0.0,0.0
2006,5,28,South America,Colombia,5.252803,-76.825965,0.0,0.0
2006,6,17,South America,Colombia,2.03955,-77.21702,0.0,11.0
2006,6,18,South America,Colombia,4.667128,-74.106056,0.0,6.0
2006,6,27,North America,Canada,43.539102,-80.247622,0.0,0.0
2006,6,30,North America,United States,34.097866,-118.407379,0.0,0.0
2006,7,4,South America,Colombia,3.529901,-76.298006,3.0,6.0
2006,7,7,South America,Brazil,-23.550711,-46.633475,11.0,0.0
2006,7,7,South America,Colombia,2.938353,-73.208333,0.0,0.0
2006,7,11,South America,Colombia,6.242026,-75.564766,8.0,1.0
2006,7,12,North America,United States,34.097866,-118.407379,0.0,0.0
2006,7,13,South America,Colombia,7.440534,-77.118906,0.0,0.0
2006,7,15,South America,Brazil,-24.008724,-46.412376,0.0,1.0
2006,7,15,South America,Colombia,7.440534,-77.118906,0.0,0.0
2006,7,28,North America,United States,47.610786,-122.331306,5.0,1.0
2006,8,2,South America,Colombia,6.2675,-75.568611,7.0,6.0
2006,8,21,South America,Colombia,3.429344,-76.516037,5.0,0.0
2006,8,24,North America,Mexico,21.158964,-86.845937,1.0,0.0
2006,9,11,North America,United States,41.523505,-90.577549,0.0,0.0
2006,10,19,South America,Colombia,4.667128,-74.106056,5.0,0.0
2006,10,29,South America,Colombia,4.15127,-73.63872,3.0,2.0
2006,11,6,North America,Mexico,19.371887,-99.086624,0.0,0.0
2006,11,21,South America,Colombia,3.429344,-76.516037,15.0,0.0
2006,12,28,South America,Colombia,6.242026,-75.564766,0.0,1.0
2007,1,17,South America,Colombia,0.869892,-73.841906,1.0,0.0
2007,1,19,South America,Colombia,1.68448,-75.28659,1.0,0.0
2007,1,21,South America,Colombia,3.88182,-77.07042,9.0,3.0
2007,1,23,North America,Mexico,15.832731,-96.667036,0.0,1.0
2007,2,6,North America,Mexico,16.863443,-99.881597,0.0,4.0
2007,2,6,North America,Mexico,16.901363,-99.83459,0.0,3.0
2007,2,19,North America,Mexico,27.480024,-99.510535,1.0,1.0
2007,3,16,South America,Colombia,3.88182,-77.07042,10.0,5.0
2007,3,18,North America,United States,39.758968,-104.876305,0.0,0.0
2007,3,20,North America,United States,39.758968,-104.876305,0.0,0.0
2007,3,21,North America,United States,39.758968,-104.876305,0.0,0.0
2007,3,28,South America,Chile,-33.366238,-70.505302,0.0,0.0
2007,4,9,South America,Colombia,3.429344,-76.516037,34.0,1.0
2007,4,9,South America,Colombia,6.46052,-71.72989,0.0,13.0
2007,4,25,North America,United States,30.283581,-97.698654,0.0,0.0
2007,5,9,North America,United States,36.848311,-75.979278,0.0,0.0
2007,5,18,South America,Peru,-15.493296,-70.135574,48.0,6.0
2007,6,3,South America,Colombia,6.48635,-75.39466,3.0,5.0
2007,6,4,South America,Colombia,4.667128,-74.106056,1.0,0.0
2007,6,4,South America,Colombia,3.322222,-76.234722,0.0,0.0
2007,6,6,South America,Colombia,4.667128,-74.106056,0.0,0.0
2007,6,10,South America,Colombia,1.334366,-74.841392,0.0,0.0
2007,6,14,South America,Peru,-16.477529,-71.819708,2.0,4.0
2007,6,24,North America,United States,34.097866,-118.407379,0.0,0.0
2007,7,10,North America,Mexico,20.608914,-100.078262,0.0,0.0
2007,7,13,South America,Colombia,6.643708,-73.653621,0.0,0.0
2007,7,14,North America,Mexico,25.684139,-100.250999,3.0,1.0
2007,8,18,South America,Colombia,8.57451,-73.09339,0.0,1.0
2007,8,18,South America,Colombia,2.00048,-76.77854,0.0,1.0
2007,8,27,North America,Mexico,21.881796,-102.29127,2.0,4.0
2007,9,22,South America,Colombia,3.934847,-74.601414,0.0,1.0
2007,10,16,South America,Colombia,3.590521,-75.382914,0.0,1.0
2007,10,16,South America,Chile,-33.366238,-70.505302,0.0,0.0
2007,10,17,South America,Colombia,7.011061,-75.691654,0.0,2.0
2007,10,20,North America,United States,34.097866,-118.407379,0.0,0.0
2007,10,22,South America,Colombia,0.49765,-76.49768,7.0,2.0
2007,10,23,South America,Colombia,1.19974,-75.66284,0.0,2.0
2007,10,25,South America,Colombia,2.535935,-75.52767,0.0,0.0
2007,10,26,North America,United States,40.697132,-73.931351,0.0,0.0
2007,10,26,South America,Colombia,3.88182,-77.07042,6.0,3.0
2007,11,7,South America,Venezuela,10.482834,-66.962128,8.0,0.0
2007,11,13,South America,Peru,-12.104012,-74.752534,2.0,4.0
2007,11,17,South America,Colombia,4.092517,-75.154538,3.0,6.0
2007,11,20,South America,Colombia,2.44186,-76.60617,3.0,1.0
2007,11,25,South America,Colombia,2.938353,-73.208333,1.0,1.0
2007,11,26,South America,Venezuela,10.117643,-68.047751,0.0,1.0
2007,11,26,South America,Colombia,1.90967,-75.15906,2.0,2.0
2007,12,6,South America,Colombia,7.440534,-77.118906,20.0,5.0
2007,12,8,South America,Peru,-11.967368,-76.978462,0.0,4.0
2007,12,10,South America,Chile,-33.366238,-70.505302,0.0,0.0
2007,12,13,South America,Bolivia,-19.047937,-65.259541,0.0,0.0
2007,12,15,South America,Bolivia,-17.783219,-63.182042,0.0,0.0
2007,12,18,South America,Chile,-33.366238,-70.505302,0.0,0.0
2007,12,18,South America,Colombia,7.07386,-75.14591,2.0,1.0
2007,12,18,South America,Chile,-33.366238,-70.505302,0.0,0.0
2007,12,19,South America,Chile,-33.366238,-70.505302,0.0,0.0
2007,12,19,South America,Chile,-33.366238,-70.505302,0.0,0.0
2007,12,20,South America,Chile,-33.366238,-70.505302,0.0,0.0
2007,12,23,South America,Colombia,3.88182,-77.07042,0.0,0.0
2007,12,24,South America,Bolivia,-16.509317,-68.10434,0.0,0.0
2008,1,24,South America,Colombia,3.429344,-76.516037,0.0,0.0
2008,1,26,South America,Guyana,6.792893,-58.044561,3.0,11.0
2008,1,26,South America,Guyana,6.821806,-58.159218,2.0,0.0
2008,1,26,South America,Colombia,7.08582,-70.75779,2.0,4.0
2008,1,29,South America,Colombia,4.667128,-74.106056,4.0,0.0
2008,1,30,South America,Colombia,4.06052,-74.692318,0.0,2.0
2008,2,5,North America,United States,34.097866,-118.407379,0.0,0.0
2008,2,9,North America,United States,35.615725,-87.035447,0.0,0.0
2008,2,15,North America,Mexico,19.371887,-99.086624,1.0,1.0
2008,2,15,South America,Colombia,7.08582,-70.75779,0.0,1.0
2008,2,15,North America,Mexico,19.371887,-99.086624,2.0,2.0
2008,2,17,North America,United States,40.802071,-124.163673,0.0,0.0
2008,2,17,North America,United States,40.802071,-124.163673,0.0,0.0
2008,2,18,South America,Guyana,6.404285,-58.625935,7.0,12.0
2008,2,24,South America,Venezuela,10.482834,-66.962128,0.0,1.0
2008,3,3,North America,United States,47.754265,-122.163458,0.0,0.0
2008,3,5,South America,Colombia,0.53636,-76.5875,0.0,0.0
2008,3,5,South America,Colombia,4.667128,-74.106056,5.0,0.0
2008,3,6,North America,United States,40.697132,-73.931351,0.0,0.0
2008,3,18,South America,Chile,-33.366238,-70.505302,0.0,0.0
2008,4,1,South America,Colombia,4.21557,-73.81502,0.0,0.0
2008,4,3,South America,Colombia,2.56426,-72.637985,1.0,0.0
2008,4,7,North America,United States,39.176086,-94.574127,0.0,0.0
2008,4,7,North America,United States,39.176086,-94.574127,0.0,0.0
2008,4,13,South America,Colombia,2.51379,-76.38945,0.0,0.0
2008,4,18,South America,Peru,-16.407435,-71.536798,0.0,0.0
2008,4,20,South America,Colombia,7.579405,-75.400101,14.0,1.0
2008,4,22,North America,United States,25.793095,-80.134904,0.0,0.0
2008,4,22,South America,Colombia,7.89014,-75.66967,0.0,2.0
2008,4,25,North America,United States,32.715695,-117.161719,0.0,0.0
2008,4,28,South America,Colombia,4.99243,-76.01866,0.0,0.0
2008,4,29,South America,Colombia,8.637278,-72.737852,0.0,0.0
2008,4,30,South America,Colombia,11.544088,-72.90688,0.0,0.0
2008,5,1,South America,Colombia,2.331277,-75.716054,0.0,0.0
2008,5,3,South America,Colombia,2.998638,-75.30562,0.0,0.0
2008,5,6,South America,Colombia,1.806147,-76.978708,1.0,3.0
2008,5,6,South America,Colombia,0.884572,-77.503387,0.0,0.0
2008,5,11,South America,Colombia,1.210589,-77.993327,0.0,0.0
2008,5,14,South America,Colombia,2.93303,-75.285828,0.0,0.0
2008,5,14,South America,Colombia,2.93303,-75.285828,0.0,0.0
2008,5,22,North America,Canada,53.543564,-113.490452,8.0,0.0
2008,5,24,South America,Colombia,7.882318,-76.630626,0.0,2.0
2008,5,26,South America,Ecuador,0.270278,-78.276667,0.0,0.0
2008,5,26,North America,United States,42.32356,-122.875614,0.0,0.0
2008,5,27,South America,Colombia,11.033333,-72.65,0.0,0.0
2008,5,27,South America,Colombia,11.377761,-72.238892,0.0,0.0
2008,5,29,South America,Colombia,10.95667,-72.78887,0.0,0.0
2008,5,29,South America,Colombia,11.377761,-72.238892,0.0,0.0
2008,6,1,South America,Colombia,11.272246,-73.309852,0.0,0.0
2008,6,5,South America,Colombia,3.7246,-75.4841,1.0,0.0
2008,6,8,South America,Colombia,2.148251,-77.079591,0.0,0.0
2008,6,8,South America,Colombia,3.88182,-77.07042,0.0,1.0
2008,6,9,South America,Colombia,4.667128,-74.106056,1.0,1.0
2008,6,10,South America,Colombia,4.56933,-74.95296,0.0,0.0
2008,6,10,South America,Colombia,3.88182,-77.07042,7.0,0.0
2008,6,10,South America,Colombia,3.194857,-75.645906,0.0,0.0
2008,6,11,South America,Colombia,5.26541,-76.55651,0.0,0.0
2008,6,11,South America,Colombia,8.637278,-72.737852,0.0,0.0
2008,6,12,South America,Colombia,3.91272,-75.47591,0.0,0.0
2008,6,12,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,6,12,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,6,14,North America,United States,32.268085,-107.75867,0.0,0.0
2008,6,15,South America,Colombia,6.1429,-75.18417,0.0,0.0
2008,6,15,South America,Colombia,6.1429,-75.18417,0.0,0.0
2008,6,15,South America,Colombia,1.334366,-74.841392,0.0,1.0
2008,6,19,South America,Colombia,9.52358,-75.23069,3.0,0.0
2008,6,21,South America,Colombia,8.63781,-72.73464,0.0,0.0
2008,6,26,South America,Colombia,4.43891,-75.23223,3.0,1.0
2008,6,26,South America,Colombia,5.20115,-75.868,0.0,0.0
2008,6,27,South America,Colombia,1.338227,-77.592617,0.0,3.0
2008,7,1,South America,Colombia,6.19878,-75.09243,1.0,0.0
2008,7,1,South America,Colombia,11.377761,-72.238892,0.0,0.0
2008,7,3,South America,Colombia,8.09242,-76.72738,0.0,1.0
2008,7,8,South America,Colombia,8.43557,-73.28742,4.0,0.0
2008,7,11,South America,Colombia,5.69224,-76.658093,0.0,0.0
2008,7,14,North America,Mexico,25.426724,-100.995425,0.0,0.0
2008,7,15,South America,Colombia,3.429344,-76.516037,0.0,0.0
2008,7,17,South America,Colombia,7.440534,-77.118906,0.0,0.0
2008,7,17,South America,Colombia,6.242026,-75.564766,2.0,4.0
2008,7,25,North America,United States,32.832925,-117.271312,1.0,0.0
2008,7,25,South America,Colombia,5.295869,-75.882595,0.0,1.0
2008,7,26,South America,Colombia,8.044995,-75.334173,0.0,1.0
2008,7,27,North America,United States,35.951761,-83.952337,7.0,2.0
2008,7,28,South America,Colombia,6.242026,-75.564766,0.0,1.0
2008,7,31,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,7,31,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,8,1,South America,Colombia,3.429344,-76.516037,0.0,0.0
2008,8,2,North America,United States,36.974025,-122.030954,1.0,0.0
2008,8,2,North America,United States,36.974025,-122.030954,1.0,0.0
2008,8,4,South America,Colombia,7.894195,-72.503885,0.0,0.0
2008,8,5,North America,Mexico,28.836561,-105.914332,0.0,2.0
2008,8,5,North America,Mexico,31.733333,-106.483333,0.0,1.0
2008,8,6,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,8,6,South America,Chile,-33.366238,-70.505302,0.0,0.0
2008,8,8,North America,Canada,51.038021,-114.060989,1.0,0.0
2008,8,9,South America,Colombia,4.667128,-74.106056,10.0,0.0
2008,8,10,South America,Colombia,2.43126,-76.86477,0.0,9.0
2008,8,10,South America,Chile,-33.469115,-70.641997,0.0,0.0
2008,8,10,South America,Colombia,2.93303,-75.285828,0.0,0.0
2008,8,14,South America,Colombia,7.172043,-75.763873,52.0,7.0
2008,8,15,South America,Colombia,1.57036,-75.32731,0.0,0.0
2008,8,21,South America,Colombia,4.667128,-74.106056,3.0,0.0
2008,8,22,South America,Colombia,6.295346,-75.028282,12.0,1.0
2008,8,26,South America,Colombia,5.85071,-76.02301,0.0,0.0
2008,8,31,South America,Colombia,1.851988,-76.046976,0.0,0.0
2008,9,1,South America,Colombia,3.429344,-76.516037,26.0,5.0
2008,9,5,South America,Colombia,2.243589,-77.010385,0.0,0.0
2008,9,9,South America,Colombia,2.19673,-75.62909,3.0,0.0
2008,9,10,South America,Chile,-33.366238,-70.505302,0.0,0.0
2008,9,15,North America,Mexico,19.700593,-101.186421,101.0,8.0
2008,9,15,South America,Colombia,2.93303,-75.285828,0.0,0.0
2008,9,17,South America,Colombia,4.667128,-74.106056,2.0,0.0
2008,9,18,South America,Colombia,4.486133,-73.895119,0.0,0.0
2008,9,19,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,9,19,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,9,19,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,9,19,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,9,19,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,9,20,South America,Colombia,3.88182,-77.07042,2.0,0.0
2008,9,23,South America,Colombia,6.94997,-71.56666,0.0,0.0
2008,10,2,South America,Colombia,1.57036,-75.32731,4.0,0.0
2008,10,3,South America,Colombia,4.667128,-74.106056,5.0,1.0
2008,10,4,South America,Colombia,1.807411,-78.763753,0.0,0.0
2008,10,6,South America,Colombia,5.420595,-75.702686,1.0,3.0
2008,10,8,South America,Colombia,5.045763,-75.512498,0.0,1.0
2008,10,11,South America,Colombia,2.85,-76.316667,0.0,1.0
2008,10,11,South America,Colombia,2.95485,-76.26825,0.0,1.0
2008,10,11,North America,Canada,55.555446,-120.076197,0.0,0.0
2008,10,11,North America,Mexico,25.673211,-100.309201,0.0,0.0
2008,10,12,South America,Colombia,2.998638,-75.30562,2.0,0.0
2008,10,12,South America,Colombia,2.998638,-75.30562,5.0,1.0
2008,10,16,North America,Canada,55.555446,-120.076197,0.0,0.0
2008,10,17,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,10,22,South America,Colombia,2.998638,-75.30562,0.0,0.0
2008,10,23,South America,Colombia,4.667128,-74.106056,3.0,0.0
2008,10,23,South America,Colombia,4.667128,-74.106056,1.0,0.0
2008,10,23,South America,Colombia,4.667128,-74.106056,2.0,0.0
2008,10,23,South America,Colombia,4.667128,-74.106056,2.0,0.0
2008,10,23,South America,Colombia,4.667128,-74.106056,2.0,0.0
2008,10,23,South America,Colombia,4.667128,-74.106056,6.0,0.0
2008,10,23,South America,Colombia,4.667128,-74.106056,0.0,0.0
2008,10,27,South America,Colombia,6.00283,-76.78047,4.0,1.0
2008,10,29,South America,Colombia,8.408869,-75.581913,0.0,0.0
2008,10,31,North America,Canada,55.555446,-120.076197,0.0,0.0
2008,11,2,South America,Ecuador,1.089187,-78.98996,3.0,0.0
2008,11,4,South America,Colombia,1.61456,-75.6053,0.0,0.0
2008,11,4,South America,Colombia,8.637278,-72.737852,2.0,1.0
2008,11,5,North America,United States,42.10125,-72.589294,2.0,0.0
2008,11,5,South America,Colombia,7.579405,-75.400101,0.0,2.0
2008,11,7,South America,Colombia,8.637278,-72.737852,0.0,0.0
2008,11,14,North America,United States,33.74937,-116.967889,1.0,0.0
2008,11,15,South America,Colombia,3.866667,-74.416667,0.0,1.0
2008,11,15,South America,Colombia,8.45917,-73.94093,0.0,1.0
2008,11,20,South America,Colombia,6.547306,-71.002231,0.0,0.0
2008,11,20,South America,Colombia,7.30986,-72.48288,0.0,0.0
2008,11,21,South America,Colombia,7.07962,-70.757051,0.0,0.0
2008,11,21,South America,Colombia,6.95284,-71.87514,0.0,0.0
2008,11,22,South America,Colombia,7.6676,-76.6803,2.0,1.0
2008,11,26,South America,Colombia,2.85,-76.316667,0.0,0.0
2008,11,29,South America,Colombia,0.49765,-76.49768,0.0,0.0
2008,11,29,South America,Colombia,0.49765,-76.49768,12.0,0.0
2008,12,3,South America,Colombia,2.524168,-75.316146,0.0,0.0
2008,12,4,South America,Colombia,1.36673,-78.233346,3.0,0.0
2008,12,5,South America,Colombia,6.792231,-71.775544,0.0,9.0
2008,12,8,South America,Colombia,2.56855,-72.64184,0.0,0.0
2008,12,9,South America,Colombia,11.377761,-72.238892,0.0,1.0
2008,12,10,South America,Colombia,3.429344,-76.516037,0.0,0.0
2008,12,13,South America,Colombia,8.173611,-76.059167,5.0,0.0
2008,12,14,South America,Colombia,6.295346,-75.028282,11.0,0.0
2008,12,20,South America,Colombia,3.794155,-73.840728,0.0,0.0
2008,12,21,South America,Colombia,0.42529,-76.90507,0.0,0.0
2008,12,22,South America,Colombia,0.69905,-75.25521,1.0,3.0
2008,12,25,South America,Colombia,6.547306,-71.002231,1.0,5.0
2008,12,29,South America,Colombia,4.667128,-74.106056,5.0,0.0
2009,1,4,South America,Chile,-33.366238,-70.505302,0.0,0.0
2009,1,4,South America,Chile,-33.366238,-70.505302,0.0,0.0
2009,1,4,North America,Canada,55.555446,-120.076197,0.0,0.0
2009,1,8,South America,Colombia,4.667128,-74.106056,1.0,0.0
2009,1,10,North America,Canada,53.543564,-113.490452,0.0,0.0
2009,1,11,South America,Colombia,7.946283,-72.898807,0.0,0.0
2009,1,14,South America,Colombia,3.429344,-76.516037,0.0,0.0
2009,1,16,South America,Chile,-33.366238,-70.505302,1.0,0.0
2009,1,16,South America,Chile,-33.366238,-70.505302,0.0,0.0
2009,1,16,South America,Chile,-33.366238,-70.505302,0.0,0.0
